MaPhim,NgayPhatHanh,NamPhatHanh,DiemDanhGiaTB,SoLuotDanhGia,DuSoLuotDanhGia,DoPhoBien,ThoiLuong,ThoiLuongAPI,ThoiLuongPhanTich,NguonThoiLuong,NganSach,NganSachAPI,NganSachPhanTich,NguonNganSach,DoanhThu,DoanhThuAPI,DoanhThuPhanTich,NguonDoanhThu,LoiNhuan,TySuatDoanhThuNganSach,CoThoiLuong,CoNganSach,CoDoanhThu,ThoiLuongBatThuong,NhomDiemDanhGia,NhomDoPhoBien,NhomThoiLuong,NhomDoanhThu
473256,2017-08-18,2017,6.833,18,True,3.767,113.0,,113,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
118179,2004-05-06,2004,6.778,18,True,1.789,28.0,,28,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
852370,2021-06-24,2021,7.0,18,True,25.804,61.0,61,61,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Ngan,nan
52415,2008-10-16,2008,6.5,18,True,2.676,101.0,,101,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
479794,2017-09-30,2017,6.0,18,True,2.042,117.0,,117,Gốc,,,,Không có,80000000.0,,80000000,Gốc,,,True,False,True,False,Trung binh,Trung binh,Dai,Cao
83830,2002-11-14,2002,6.75,18,True,3.983,99.0,,99,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
26137,2004-09-11,2004,6.5,18,True,1.579,93.0,,93,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
776545,2022-02-10,2022,7.2,18,True,3.729,128.0,,128,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Dai,nan
115100,2010-08-26,2010,6.278,18,True,3.415,92.0,,92,Gốc,1000000.0,,1000000,Gốc,,,,Không có,,,True,True,False,False,Trung binh,Cao,Trung binh,nan
573787,2022-01-26,2022,7.056,18,True,6.286,123.0,,123,Gốc,,,,Không có,6019720.0,,6019720,Gốc,,,True,False,True,False,Cao,Cao,Dai,Trung binh
139319,2015-07-30,2015,4.5,18,True,10.95,122.0,,122,Gốc,20000000.0,,20000000,Gốc,,,,Không có,,,True,True,False,False,Thap,Cao,Dai,nan
191052,2013-04-17,2013,6.6,18,True,6.797,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
155096,2011-12-08,2011,5.722,18,True,1.739,72.0,,72,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
626129,2022-04-20,2022,5.389,18,True,4.442,111.0,,111,Gốc,,,,Không có,1300000.0,,1300000,Gốc,,,True,False,True,False,Trung binh,Cao,Dai,Thap
605680,2020-11-04,2020,7.444,18,True,3.031,114.0,,114,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Dai,nan
443484,2017-03-26,2017,6.722,18,True,5.605,79.0,,79,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Ngan,nan
1063453,2023-02-01,2023,4.972,18,True,2.138,103.0,,103,Gốc,,,,Không có,29291883.0,,29291883,Gốc,,,True,False,True,False,Thap,Trung binh,Trung binh,Trung binh
512788,2018-07-21,2018,6.2,18,True,3.98,82.0,,82,Gốc,,,,Không có,12061164.0,,12061164,Gốc,,,True,False,True,False,Trung binh,Cao,Ngan,Trung binh
37840,2006-11-09,2006,6.7,18,True,2.538,119.0,,119,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
114661,2005-06-10,2005,5.944,18,True,3.662,121.0,,121,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
141032,2012-11-15,2012,5.9,18,True,3.838,75.0,,75,Gốc,,,,Không có,40356.0,,40356,Gốc,,,True,False,True,False,Trung binh,Cao,Ngan,Thap
264518,2016-03-11,2016,6.389,18,True,3.656,94.0,,94,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
531592,2018-02-02,2018,7.1,18,True,3.885,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Cao,Cao,nan,nan
485442,2017-11-02,2017,6.25,18,True,4.395,102.0,,102,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
516261,2018-02-14,2018,7.4,18,True,1.541,6.0,,6,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Ngan,nan
45079,2009-08-12,2009,6.2,18,True,6.599,86.0,,86,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Ngan,nan
553350,2018-11-08,2018,5.778,18,True,4.405,94.0,,94,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
291492,2014-09-06,2014,6.722,18,True,2.401,86.0,,86,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
942951,2022-02-24,2022,6.472,18,True,20.884,77.0,77,77,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Ngan,nan
170876,2006-03-03,2006,6.8,18,True,0.977,83.0,,83,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Ngan,nan
289930,2018-01-12,2018,6.6,18,True,3.756,138.0,,138,Gốc,16300000.0,,16300000,Gốc,,,,Không có,,,True,True,False,False,Trung binh,Cao,Dai,nan
382336,2016-02-17,2016,7.722,18,True,4.269,111.0,,111,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Dai,nan
420835,2014-06-19,2014,6.0,18,True,2.559,11.0,,11,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
378696,2016-02-15,2016,6.306,18,True,2.284,116.0,,116,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
365952,2015-09-25,2015,6.6,18,True,5.575,113.0,,113,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
387844,2015-11-19,2015,5.3,18,True,19.124,97.0,,97,Gốc,2000.0,,2000,Gốc,8000.0,,8000,Gốc,6000,4.0,True,True,True,False,Trung binh,Cao,Trung binh,Thap
415636,2016-09-29,2016,6.083,18,True,2.197,113.0,,113,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
59447,2011-03-11,2011,4.8,18,True,6.619,94.0,,94,Gốc,,,,Không có,4919550.0,,4919550,Gốc,,,True,False,True,False,Thap,Cao,Trung binh,Trung binh
319090,2015-03-06,2015,7.861,18,True,1.111,89.0,,89,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Ngan,nan
634595,2022-10-26,2022,7.4,18,True,8.778,105.0,,105,Gốc,6244195.0,,6244195,Gốc,,,,Không có,,,True,True,False,False,Cao,Cao,Trung binh,nan
77504,2005-09-29,2005,6.7,17,True,2.736,111.0,,111,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
752886,2021-11-10,2021,6.441,17,True,8.766,120.0,,120,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
48593,2009-11-05,2009,6.4,17,True,2.393,103.0,,103,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
639733,2019-10-27,2019,5.059,17,True,1.94,210.0,,210,Gốc,,,,Không có,1226552.0,,1226552,Gốc,,,True,False,True,False,Trung binh,Trung binh,Dai,Thap
115134,2012-04-11,2012,6.1,17,True,5.805,117.0,,117,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
133336,2006-02-23,2006,5.5,17,True,5.996,142.0,,142,Gốc,,,,Không có,15610000.0,,15610000,Gốc,,,True,False,True,False,Trung binh,Cao,Dai,Trung binh
244971,2013-10-24,2013,6.118,17,True,3.102,,113,113,API,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
68529,2001-06-23,2001,5.941,17,True,3.173,118.0,,118,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
165954,2004-09-01,2004,6.294,17,True,3.169,90.0,,90,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
473267,2017-08-14,2017,7.6,17,True,1.211,100.0,,100,Gốc,1111100.0,,1111100,Gốc,,,,Không có,,,True,True,False,False,Cao,Trung binh,Trung binh,nan
494734,2017-12-29,2017,5.941,17,True,4.056,105.0,,105,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
493016,2018-11-28,2018,6.9,17,True,2.691,113.0,,113,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
462698,2018-11-29,2018,5.765,17,True,3.272,105.0,,105,Gốc,,,,Không có,10832.0,,10832,Gốc,,,True,False,True,False,Trung binh,Cao,Trung binh,Thap
115963,2008-04-03,2008,5.8,17,True,4.03,105.0,,105,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
342021,2015-06-04,2015,6.765,17,True,9.856,110.0,,110,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
111966,2012-04-23,2012,6.0,17,True,2.137,108.0,,108,Gốc,800000.0,,800000,Gốc,,,,Không có,,,True,True,False,False,Trung binh,Trung binh,Dai,nan
575941,2019-03-10,2019,6.2,17,True,1.676,83.0,,83,Gốc,,,,Không có,29.0,,29,Gốc,,,True,False,True,False,Trung binh,Trung binh,Ngan,Thap
62331,2011-01-26,2011,4.706,17,True,1.545,97.0,,97,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
94219,2011-09-01,2011,5.412,17,True,3.225,105.0,,105,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
47748,2009-01-15,2009,7.529,17,True,2.275,78.0,,78,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Ngan,nan
346965,2013-12-28,2013,4.7,17,True,5.058,86.0,,86,Gốc,,,,Không có,3280172.0,,3280172,Gốc,,,True,False,True,False,Thap,Cao,Ngan,Thap
215040,2013-09-06,2013,6.206,17,True,3.444,99.0,,99,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
210966,2011-05-09,2011,6.4,17,True,0.935,92.0,,92,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Trung binh,nan
345669,2015-07-03,2015,5.882,17,True,2.006,134.0,,134,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
329253,2015-04-09,2015,7.853,17,True,4.052,112.0,,112,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Dai,nan
598389,2021-04-02,2021,6.8,17,True,2.251,115.0,,115,Gốc,200000.0,,200000,Gốc,,,,Không có,,,True,True,False,False,Trung binh,Trung binh,Dai,nan
962489,2022-11-16,2022,6.2,17,True,4.529,114.0,,114,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
589745,2019-11-20,2019,6.4,17,True,1.4,84.0,,84,Gốc,230000.0,,230000,Gốc,,,,Không có,,,True,True,False,False,Trung binh,Trung binh,Ngan,nan
591051,2019-04-30,2019,5.8,17,True,2.803,112.0,,112,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
61485,2002-09-04,2002,6.9,17,True,2.833,116.0,,116,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
86409,2012-02-09,2012,5.1,17,True,1.297,111.0,,111,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
65852,2011-03-31,2011,4.9,17,True,4.763,133.0,,133,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Dai,nan
58286,2010-10-21,2010,6.7,17,True,3.468,107.0,,107,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
299244,2014-10-02,2014,7.5,17,True,3.012,105.0,,105,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Trung binh,nan
517772,2018-10-24,2018,7.088,17,True,0.955,497.0,,497,Gốc,,,,Không có,,,,Không có,,,True,False,False,True,Cao,Thap,Dai,nan
549644,2019-04-08,2019,7.8,17,True,0.97,89.0,,89,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Ngan,nan
358808,2015-09-04,2015,6.4,17,True,1.4,138.0,,138,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
1002470,2022-11-03,2022,6.294,17,True,5.246,97.0,,97,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
91067,2010-09-06,2010,7.118,17,True,1.831,112.0,,112,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Dai,nan
546487,2018-11-21,2018,6.941,17,True,2.473,104.0,,104,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
820099,2021-12-02,2021,6.647,17,True,3.807,123.0,,123,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
544089,2018-09-19,2018,7.176,17,True,4.756,126.0,,126,Gốc,,,,Không có,64147.0,,64147,Gốc,,,True,False,True,False,Cao,Cao,Dai,Thap
416727,2016-10-13,2016,6.676,17,True,2.256,101.0,,101,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
56607,2010-10-28,2010,5.647,17,True,9.142,88.0,,88,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Ngan,nan
272687,2014-06-12,2014,6.941,17,True,1.942,145.0,,145,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
48638,2003-06-27,2003,5.6,17,True,3.79,108.0,,108,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
134768,2006-12-14,2006,7.059,17,True,2.812,110.0,,110,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Dai,nan
75463,2011-05-10,2011,6.9,17,True,2.602,101.0,,101,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
25938,2006-04-06,2006,6.1,17,True,2.328,110.0,,110,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
76819,2000-12-30,2000,4.406,16,True,2.113,60.0,,60,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Ngan,nan
288788,2014-09-04,2014,5.8,16,True,5.005,106.0,,106,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
137298,2004-06-30,2004,6.5,16,True,4.277,110.0,,110,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
596041,2019-12-04,2019,6.0,16,True,1.214,116.0,,116,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
638483,2020-06-10,2020,7.9,16,True,1.789,104.0,,104,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Trung binh,nan
402648,2016-06-29,2016,6.25,16,True,3.718,119.0,,119,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
101908,2005-06-03,2005,6.4,16,True,1.787,123.0,,123,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
141932,2012-09-29,2012,5.3,16,True,4.82,105.0,,105,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
675308,2020-04-29,2020,5.969,16,True,4.252,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
750249,2020-09-27,2020,7.344,16,True,1.712,8.0,,8,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Ngan,nan
208567,2012-07-26,2012,5.2,16,True,1.614,87.0,,87,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
785554,2021-01-31,2021,8.156,16,True,4.048,87.0,,87,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Ngan,nan
64223,2006-05-18,2006,6.2,16,True,2.306,113.0,,113,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
114760,2012-03-29,2012,6.7,16,True,4.121,110.0,,110,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
182633,2005-11-18,2005,6.6,16,True,1.504,121.0,,121,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
54225,2009-07-09,2009,5.188,16,True,8.005,130.0,,130,Gốc,,,,Không có,2484095.0,,2484095,Gốc,,,True,False,True,False,Trung binh,Cao,Dai,Thap
75100,2007-07-26,2007,5.3,16,True,3.918,81.0,,81,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Ngan,nan
41549,2007-10-25,2007,5.9,16,True,1.287,110.0,,110,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
305312,2015-04-17,2015,5.2,16,True,2.781,106.0,,106,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
37304,2010-02-11,2010,5.938,16,True,2.459,93.0,,93,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
479272,2017-08-31,2017,6.4,16,True,2.599,,103,103,API,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
122528,2003-01-24,2003,5.75,16,True,4.602,125.0,,125,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
783127,2022-04-07,2022,7.5,16,True,7.87,113.0,,113,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Dai,nan
351523,2015-08-06,2015,5.0,16,True,18.565,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Trung binh,nan
82190,2011-11-18,2011,5.406,16,True,7.797,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
551634,2018-11-09,2018,6.2,16,True,3.057,115.0,,115,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
35821,2009-02-05,2009,7.0,16,True,4.376,116.0,,116,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
480647,2017-12-20,2017,5.7,16,True,2.215,94.0,,94,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
55651,2009-01-18,2009,6.0,16,True,1.758,75.0,,75,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
172716,2013-02-21,2013,6.219,16,True,3.97,110.0,,110,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
19886,2008-08-13,2008,5.6,16,True,4.757,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
852401,2021-02-09,2021,7.031,16,True,15.545,64.0,64,64,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Ngan,nan
326854,2015-01-28,2015,7.8,16,True,3.769,101.0,,101,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Trung binh,nan
290217,2014-04-25,2014,5.2,16,True,3.728,98.0,,98,Gốc,,,,Không có,76000000.0,,76000000,Gốc,,,True,False,True,False,Trung binh,Cao,Trung binh,Cao
572197,2020-01-22,2020,6.125,16,True,3.354,114.0,,114,Gốc,,,,Không có,4354691.0,,4354691,Gốc,,,True,False,True,False,Trung binh,Cao,Dai,Trung binh
575720,2019-08-22,2019,7.031,16,True,3.511,93.0,,93,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Trung binh,nan
996525,2023-01-05,2023,3.438,16,True,10.807,81.0,,81,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Ngan,nan
736516,2021-01-29,2021,6.9,16,True,1.646,75.0,,75,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
52541,2003-02-24,2003,4.1,16,True,2.959,85.0,,85,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Ngan,nan
302945,2014-10-30,2014,5.844,16,True,23.419,91.0,,91,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
671040,2021-04-15,2021,6.2,16,True,9.648,127.0,,127,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
200976,2001-10-27,2001,6.438,16,True,1.232,109.0,,109,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
535186,2018-07-13,2018,6.813,16,True,4.049,91.0,,91,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
436992,2017-02-15,2017,6.938,16,True,2.306,106.0,,106,Gốc,,,,Không có,306871.0,,306871,Gốc,,,True,False,True,False,Trung binh,Trung binh,Dai,Thap
284621,2014-07-30,2014,5.2,16,True,3.009,119.0,,119,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
33548,2001-11-23,2001,6.9,16,True,3.651,115.0,,115,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
411442,2016-08-18,2016,6.125,16,True,11.466,123.0,,123,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
452408,2017-05-03,2017,6.125,16,True,4.494,115.0,,115,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
382563,2015-10-23,2015,6.2,16,True,2.915,97.0,,97,Gốc,,,,Không có,3610117.0,,3610117,Gốc,,,True,False,True,False,Trung binh,Trung binh,Trung binh,Thap
428574,2017-01-20,2017,7.063,16,True,1.679,86.0,,86,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Ngan,nan
382653,2016-02-12,2016,6.9,16,True,1.291,82.0,,82,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
443686,2017-02-01,2017,5.2,16,True,2.402,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
529859,2018-07-04,2018,7.4,16,True,5.592,123.0,,123,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Dai,nan
598440,2019-07-10,2019,7.063,16,True,4.582,110.0,,110,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Dai,nan
67025,2002-10-25,2002,6.25,16,True,5.175,110.0,,110,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
56247,2007-06-06,2007,6.6,16,True,3.879,141.0,,141,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
439928,2017-01-13,2017,7.063,16,True,3.235,121.0,,121,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Dai,nan
381879,2016-02-13,2016,6.3,15,True,1.431,98.0,,98,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
18791,2009-02-19,2009,6.567,15,True,2.1,137.0,,137,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
55641,2010-11-24,2010,6.667,15,True,6.406,115.0,,115,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
603783,2021-05-01,2021,6.733,15,True,2.475,105.0,,105,Gốc,200000.0,,200000,Gốc,,,,Không có,,,True,True,False,False,Trung binh,Trung binh,Trung binh,nan
394051,2016-04-29,2016,4.9,15,True,1.868,103.0,,103,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
518681,2018-04-25,2018,6.467,15,True,3.394,103.0,,103,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
437083,2018-03-28,2018,6.067,15,True,5.012,123.0,,123,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
18431,2008-01-10,2008,6.8,15,True,4.351,124.0,,124,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
18754,2011-07-07,2011,3.533,15,True,2.643,95.0,,95,Gốc,,,,Không có,13930271.0,,13930271,Gốc,,,True,False,True,False,Thap,Trung binh,Trung binh,Trung binh
244188,2013-08-13,2013,7.0,15,True,3.497,115.0,,115,Gốc,,,,Không có,8128298.0,,8128298,Gốc,,,True,False,True,False,Trung binh,Cao,Dai,Trung binh
85508,2004-06-24,2004,7.433,15,True,2.097,73.0,,73,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Ngan,nan
423248,2017-01-12,2017,6.967,15,True,2.382,64.0,,64,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
129955,2010-02-11,2010,6.7,15,True,2.064,97.0,,97,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
497834,2021-10-15,2021,6.8,15,True,3.391,127.0,,127,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
18166,2005-09-09,2005,6.333,15,True,3.554,127.0,,127,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
200487,2014-01-20,2014,6.6,15,True,1.387,79.0,,79,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
222463,2009-07-31,2009,6.433,15,True,2.11,31.0,,31,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
619166,2019-09-25,2019,6.467,15,True,5.333,119.0,,119,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
34561,2003-07-04,2003,6.5,15,True,3.093,127.0,,127,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
376549,2015-07-24,2015,5.3,15,True,3.866,87.0,,87,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Ngan,nan
494456,2017-12-21,2017,8.033,15,True,2.565,30.0,,30,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Ngan,nan
57147,2005-11-23,2005,6.067,15,True,6.353,104.0,,104,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
41544,2009-01-23,2009,5.067,15,True,3.341,117.0,,117,Gốc,,,,Không có,17386063.0,,17386063,Gốc,,,True,False,True,False,Trung binh,Cao,Dai,Trung binh
