MaPhim,TenPhim,DiemDanhGiaTB,SoLuotDanhGia,TrangThai,NgayPhatHanh,DoanhThu,ThoiLuong,PhimNguoiLon,DuongDanAnhNen,NganSach,TrangChu,MaIMDb,NgonNguGoc,TenGoc,TomTatNoiDung,DoPhoBien,DuongDanPoster,CauGioiThieu,TheLoai,CongTySanXuat,QuocGiaSanXuat,NgonNguDuocNoi,TuKhoa,QuocGiaDuocChon,QuocGiaDuocChonText,QuocGiaChinh,NamPhatHanh,TenPhimHienThi,CanBoSungTenTiengAnh,DuSoLuotDanhGia,CoDoanhThu,CoNganSach,ThoiLuongBatThuong,TenPhimTiengAnh,TomTatNoiDungTiengAnh,ThoiLuongAPI,NganSachAPI,DoanhThuAPI,MaIMDbAPI,DaBoSungTuAPI,NguonBoSung,ThoiDiemBoSung,TenPhimHienThiCuoi,ThoiLuongPhanTich,NguonThoiLuong,NganSachPhanTich,NguonNganSach,DoanhThuPhanTich,NguonDoanhThu
72502,A Beautiful Life,6.2,22,Released,2011-05-13,,122.0,False,/c8VKweEqXMee1LQz3VDP1uOQAK1.jpg,,,tt1934335,zh,不再让你孤单,"Fang Zhen Dong is a patrolling officer in Beijing who one night meets the drunk Li Pei Ru while singing karaoke at the KTV place. Li Pei Ru is a real estate agent from Hong Kong who has vowed to make her fortune in the cosmoplitan Beijing, but is caught up in the complexities of life and ends up becoming a mistress of a married man.",2.994,/8EtiyCToATBlBHiAchkQ3ReEBJf.jpg,,"Romance, Drama",Media Asia Films,"China, Hong Kong",Mandarin,,['China'],China,China,2011,A Beautiful Life,False,True,False,False,False,,,,,,,False,,,A Beautiful Life,122,Goc,,Khong co,,Khong co
41538,Sunny,6.205,22,Released,2008-07-23,,126.0,False,/4iRUQc4ECGHCB3iPE1jMOnNIshg.jpg,,,tt1275830,ko,님은 먼곳에,"With hopes of reuniting with her husband, who left for the Vietnam War without telling her, a young wife joins a traveling band as the lead singer.",6.063,/oQ3tqtJ1Hg0jwiktosAVTIU89dk.jpg,"1971, Vietnam... I came to find you.","Drama, War, Music","Tiger Pictures, Achim Pictures",South Korea,Korean,"vietnam war, fight, arranged marriage, singer, military, traveling, korean army",['South Korea'],South Korea,South Korea,2008,Sunny,False,True,False,False,False,,,,,,,False,,,Sunny,126,Goc,,Khong co,,Khong co
61477,Zhou Yu's Train,6.6,22,Released,2002-08-01,,97.0,False,/V6CEfJEvh7XgBTFp5PdP9BxFVH.jpg,,,tt0354243,zh,周渔的火车,"Zhou Yu, a ceramic artisan in China's rural Northwest, has a deep rapport with Chen Qing, a shy sensitive poet. Taking a long train ride every weekend just to make mad passionate love with him, her longing seems insatiable. Until one day, she meets the hedonistic vet Zhang Qiang and begins a torrid affair, which takes her to another train station, and another level of lust. Driven by the locomotive of love and desire, she hustles through a dark tunnel of no return.",2.521,/7p6m5LfIJOoypaPzz98mXKZCG2l.jpg,A woman torn between a man and a memory,"Drama, Romance","China Film Co-Production Corporation, Good Machine, Media Asia Films, China Film Group Corporation, Sony Pictures Classics","China, Hong Kong, United States of America",Mandarin,,['China'],China,China,2002,Zhou Yu's Train,False,True,False,False,False,,,,,,,False,,,Zhou Yu's Train,97,Goc,,Khong co,,Khong co
571078,Money,6.909,22,Released,2019-03-20,,115.0,False,/6gNWAfrQuHvFBwoGfYNUNjTzRng.jpg,,,tt6890618,ko,돈,"Aspiring stockbroker Il-hyun dreams of making big money, but being a rookie without the right connections makes it difficult for him to survive in the cut-throat world of stock exchange market. So when he is approached by the ‘ticket man’, an anonymous mastermind who secretly controls the stock market, he takes the chance despite the dire consequences.",5.393,/2E3DwfiKssVWlRfFkps82PYk8Qj.jpg,Want More? Take More!,"Crime, Drama","Sanai Pictures, Moonlight Film, Showbox",South Korea,Korean,"money, stockbroker, financial market",['South Korea'],South Korea,South Korea,2019,Money,False,True,False,False,False,,,,,,,False,,,Money,115,Goc,,Khong co,,Khong co
1012837,Born to Fly,5.6,22,Released,2023-04-28,80504376.0,127.0,False,/4cAAKyUuVn30LKUXxJHPSaqvrVH.jpg,,https://movie.douban.com/subject/35209731/,tt22058628,zh,长空之王,"A talented trainee pilot is given the opportunity to virtually test the latest fighter jet, which pushes him to his limits.",30.918,/VpqbGLrYGkLCYbAo3cbCIRdJEh.jpg,Forge the sword to protect the vast sky.,"Drama, Action",Bona Film Group,China,Mandarin,"fighter pilot, fighter jet, military life",['China'],China,China,2023,Born to Fly,False,True,True,False,False,,,,,,,False,,,Born to Fly,127,Goc,,Khong co,80504376,Goc
803266,Nice View,6.455,22,Released,2022-02-01,211018982.0,106.0,False,/p9kE33Pjykt5UdTY0Bo4BRqKevw.jpg,,,tt15783462,zh,奇迹,"20-year-old Jing Hao came to Shenzhen to live with his young sister alone. The siblings live a warm yet straitened life. In an effort to pay for his sister's expensive surgery, Jing Hao gets an opportunity by chance, thinking that a better life is coming, but unexpectedly encounters a serious setback. Under the pressure of both time and money, Jing Hao, who has no way out, decides to take a desperate gamble. Can this ignite the spark of hope for his troubled ordinary life?",5.023,/tQnIsgXkAWH4iLrY79GArjCzMDq.jpg,,"Drama, Family, Comedy","Shenzhen Media Film & Television, Shanghai Tao Piao Piao Movie & TV Culture",China,Mandarin,,['China'],China,China,2022,Nice View,False,True,True,False,False,,,,,,,False,,,Nice View,106,Goc,,Khong co,211018982,Goc
366654,The Magician,6.227,22,Released,2015-12-30,,122.0,False,/q5K5J4xQsESvyZ9RLUA9BSr7EvM.jpg,500.0,,tt4471636,ko,조선마술사,"A Princess in the Joseon Dynasty travels to the Qing Dynasty to marry. On the way to there, she meets a young magician and falls in love with him.",5.882,/fQic6q1GVOaP7pHdxS9ghY2ODf6.jpg,As I lay my eyeson you the magic begins,"Drama, Romance, Fantasy","Lotte Entertainment, WithUs Films",South Korea,Korean,"magic, joseon dynasty",['South Korea'],South Korea,South Korea,2015,The Magician,False,True,False,True,False,,,,,,,False,,,The Magician,122,Goc,500,Goc,,Khong co
52592,Virgin Snow,6.795,22,Released,2007-05-12,,102.0,False,/lWdQj7DasEBj2csZVy15iGaCrWm.jpg,,http://www.hatsu-yuki.com/top.html,tt0997155,ja,初雪の恋 ヴァージン・スノー,"Min, a Korean boy, moves to Japan with his father who is a potter. One day at a local shrine, he meets Nanae, a beautiful Japanese girl with stunning eyes who is aspiring to be a painter. Min falls in love at first sight and finds out that Nanae attends the school to which he has just transferred. Their friendship develops fast despite their cultural and language difference. When Min's grandmother falls ill, Min returns to Korea and Nanae is nowhere to be found. Had his true feelings for Nanae not been apparent to her? Why has Nanae disappeared without a word?",3.703,/gQmJF65ZXA1ATp055jWlKy96Lio.jpg,,Romance,"Dyne Films, KADOKAWA, CJ Entertainment","South Korea, Japan","Korean, Japanese",,['South Korea'],South Korea,South Korea,2007,Virgin Snow,False,True,False,False,False,,,,,,,False,,,Virgin Snow,102,Goc,,Khong co,,Khong co
603314,Black Money,7.13,22,Released,2019-11-13,,113.0,False,/8KZ78UMnTyauA5nPcRGGhqo7gzp.jpg,,,tt11238048,ko,블랙머니,"A prosecutor is falsely accused of sexual assault in a suicide note from a woman that he is convinced was actually murdered. As he investigates her death to clear his name, he realizes that the truth lies in a huge financial scandal.",4.654,/5KrujWWEjza9skXHauGTBlWfq47.jpg,,Crime,"Acemaker Movieworks, Aura Pictures, Zealarabi Pictures",South Korea,Korean,"black money, prosecutor, hedge fund",['South Korea'],South Korea,South Korea,2019,Black Money,False,True,False,False,False,,,,,,,False,,,Black Money,113,Goc,,Khong co,,Khong co
64377,One Night in Supermarket,6.182,22,Released,2009-07-24,,94.0,False,/l8SX7uIZ0YMCJfQcXLEYjnRSBv5.jpg,,,tt1514426,zh,夜·店,A supermarket employees plots revenge against his bosses who refused to pay out a winning lottery ticket.,1.196,/6UU4DIAiZDYYmCJynmg7y14VPEK.jpg,,Comedy,,China,Mandarin,,['China'],China,China,2009,One Night in Supermarket,False,True,False,False,False,,,,,,,False,,,One Night in Supermarket,94,Goc,,Khong co,,Khong co
143653,Sword of the Assassin,6.1,22,Released,2012-01-20,,100.0,False,/2x3CN1GUsl6kXtTvpVp4lRzxW8i.jpg,,,tt2187149,vi,Thiên Mệnh Anh Hùng,"Nguyen Vu is the sole survivor of his family who was executed by the empress of Vietnam. Upon discovering that his family may have been framed for crimes they did not commit, he sets out to bring justice and clear his family name.",6.914,/8WtBKbyiludfXUQsZeJVEN1rvdO.jpg,,"Adventure, Drama, Action",Saiga Films,Vietnam,Vietnamese,"martial arts, assassination, swordplay, falsely accused, royal family, 15th century",['Vietnam'],Vietnam,Vietnam,2012,Sword of the Assassin,False,True,False,False,False,,,,,,,False,,,Sword of the Assassin,100,Goc,,Khong co,,Khong co
189150,How to Use Guys with Secret Tips,6.8,22,Released,2013-02-14,,116.0,False,/nTYd7xzogjYDoIateFAATw3lpuP.jpg,,,tt2934568,ko,남자사용설명서,"Assistant TV commercial director Choi Bo-Na is tasked with doing anything and everything at work. Due to overwork her appearance is always a complete mess, she also hasn't dated in many years.",3.641,/25vTPNVDpG7f6XzzuPWX7svZ971.jpg,,"Comedy, Romance",,South Korea,Korean,,['South Korea'],South Korea,South Korea,2013,How to Use Guys with Secret Tips,False,True,False,False,False,,,,,,,False,,,How to Use Guys with Secret Tips,116,Goc,,Khong co,,Khong co
358908,Paths of the Soul,6.7,22,Released,2015-09-10,,115.0,False,/tH7ZFuXlrFcxXZS7vEeT9lAnsDx.jpg,,http://www.moviola.jp/lhasa/,tt4957446,bo,གངས་རིན་པོ་ཆེ,"Eleven Tibetans prostrate themselves every few steps during a 1,200-mile pilgrimage that lasts for seven months.",4.052,/j6bBNDVn8EpqP2BxEPz3DVjvKum.jpg,A Journey Into Humanity And Faith.,"Drama, Documentary",He Li Chen Guang International Culture Media Co,China,Tibetan,"tibet, pilgrimage",['China'],China,China,2015,Paths of the Soul,False,True,False,False,False,,,,,,,False,,,Paths of the Soul,115,Goc,,Khong co,,Khong co
434942,The Village of No Return,6.045,22,Released,2017-01-26,,116.0,False,/Re86Jk98odbyc3A8OoWQWzQi46.jpg,,https://ablazeimage.com/the-village-of-no-return-info/,tt6461526,zh,健忘村,"In a remote village, a con man disguised as a Taoist priest introduces a memory-erasing device to residents — but a dangerous plot looms.",2.884,/rBMtgu2GfwNRErlEd8kBkYBnvWA.jpg,,Comedy,"Ablaze Image, Wanda Pictures, Warner Bros. Pictures","China, Taiwan",Mandarin,"memory loss, taoism, remote village",['China'],China,China,2017,The Village of No Return,False,True,False,False,False,,,,,,,False,,,The Village of No Return,116,Goc,,Khong co,,Khong co
227336,Tough as Iron,6.87,22,Released,2013-10-02,,108.0,False,/oTnoRf5A1W6ztKWosDiHUwgBCop.jpg,,,tt3153628,ko,깡철이,"Gang-cheol is a legendary street fighter in Busan who cleaned up his act to care for his sick mother. Knowing he's desperate for money for his mother's operation, Sang-gon proposes that Gang-cheol works for him.",5.095,/kzUAJc9YFNlsZTYpWsE4JYmspE.jpg,Bound and determined.,"Drama, Action","CJ Entertainment, Daemyung Culture Factory, Popcorn Film, Cinema Service, The Dream & Pictures",South Korea,Korean,"insulin, gun, yakuza, car crash, surgery, busan, south korea",['South Korea'],South Korea,South Korea,2013,Tough as Iron,False,True,False,False,False,,,,,,,False,,,Tough as Iron,108,Goc,,Khong co,,Khong co
81593,Durian Durian,6.6,21,Released,2000-11-16,,116.0,False,/om1pLtdF2WUuG5tStBNVyQEEWJU.jpg,,,tt0255327,zh,榴槤飄飄,Yan and Fan are neighbors in Hong Kong's Mong Kok district. Yan is a 21-year-old prostitute who works for a pimp and spends her off-hours watching TV in her miniscule apartment or hanging out with other prostitutes at a local cafe.,1.818,/dY6qtXbIMTNoo6fbdvoKmuuN4Kl.jpg,,Drama,"Nice Top Entertainment, Canal+","Hong Kong, France, China","Cantonese, Mandarin",,['China'],China,China,2000,Durian Durian,False,True,False,False,False,,,,,,,False,,,Durian Durian,116,Goc,,Khong co,,Khong co
133605,Two Weddings and a Funeral,5.1,21,Released,2012-06-21,,106.0,False,/y3FdCvE3p6QvbSZlvnhxJZkJD4K.jpg,,,tt2570292,ko,두 번의 결혼식과 한 번의 장례식,"A gay man and a lesbian get married to hide their sexuality. They juggle their secret identities, fool friends and family, and search for true love.",5.67,/gDqYl7Oehz48rjfokxd8Sb024XW.jpg,Love knows no border.,"Comedy, Romance","M-Line Distribution, Generation Blue Films, Jinjin Pictures, Kidari ENT",South Korea,Korean,"marriage, lgbt, boys' love (bl)",['South Korea'],South Korea,South Korea,2012,Two Weddings and a Funeral,False,True,False,False,False,,,,,,,False,,,Two Weddings and a Funeral,106,Goc,,Khong co,,Khong co
139162,White Deer Plain,5.952,21,Released,2012-09-13,,188.0,False,/59vqnH1CZuNTIS34RN6zMOgWlav.jpg,,,tt1727396,zh,白鹿原,In the White Deer Village in Shaanxi Province the two most important families - Bai and Lu - and their sons have always lived together in peace. But the turmoil leads to a fierce struggle for land ownership.,2.854,/wbTkKytSykMSWrvGoRDB5KNGdlY.jpg,,"Drama, History",,China,Mandarin,,['China'],China,China,2012,White Deer Plain,False,True,False,False,False,,,,,,,False,,,White Deer Plain,188,Goc,,Khong co,,Khong co
638032,Leap,6.5,21,Released,2020-09-25,,135.0,False,/zvWFvOiWGSK3SetE6U8qtRl2AUs.jpg,,,tt10670442,zh,夺冠,"After 12 years, the Chinese women's volleyball team again reached the Olympic final. The ups and downs of the Chinese women's volleyball team for more than three decades have slowly spread away.",2.887,/uX2JYxu1riaaPD2sQID6SMPct6d.jpg,,"Drama, History","J.Q. Pictures, Huanxi Media Group, Alibaba Pictures Group, China Film Group Corporation, We Pictures, Huaxia Film Distribution","China, Hong Kong",Mandarin,,['China'],China,China,2020,Leap,False,True,False,False,False,,,,,,,False,,,Leap,135,Goc,,Khong co,,Khong co
296633,The Whistleblower,7.333,21,Released,2014-10-02,,113.0,False,/82O11VmdGNM7IRdSIqzkDyUhDQz.jpg,,http://pd-report.co.kr/,tt4034414,ko,제보자,"Lee Jang-hwan receives widespread acclaim and media attention after successfully cloning human embryo stem cells. A TV news program PD, Yoon Min-cheol, receives a phone call from an anonymous source who says he has worked with Dr. Lee on the stem cell project. The source blows the whistle on Lee's work, revealing how Lee fabricated research results and engaged in unethical practices.",3.145,/fizySa53ba70jdoEbSeONQlu5nF.jpg,You can't hide the truth.,Drama,"Watermelon Pictures, Plus M Entertainment",South Korea,Korean,"woman director, political thriller",['South Korea'],South Korea,South Korea,2014,The Whistleblower,False,True,False,False,False,,,,,,,False,,,The Whistleblower,113,Goc,,Khong co,,Khong co
118913,First Time,7.7,21,Released,2012-06-08,,102.0,False,/m5M7uRYOOLdgG0QLUQjTCHte0LP.jpg,,,tt2296692,zh,第一次,"Sonq Shiqiao (Angelababy), 22, lives with her devoted mother, widowed shop owner Zheng Qing (Jiang Shan). Shiqiao, who always dreamed of being a ballet dancer, cannot exert herself physically as she suffers from form of myasthenia, a neuromuscular disease, that her father died of; the medication she takes also causes memory lapses. One day, at a charity fair, she bumps into Gong Ning (Mark Chao), a former high-school friend she always liked, and the two end up dating, despite the initial disapproval of her mother. Gong Ning dropped out of university to spend more time with a rock band he leads; also, his girlfriend, dancer Peng Wei (Cindy Yen), has dumped him because of his inability to focus his life. However, for Shiqiao, Gong Ning is the perfect partner.",3.584,/tR5MbLnPnBF3gUBzkkXYhfY6cmq.jpg,,"Romance, Drama, Music",Edko Films,"China, Hong Kong",Mandarin,,['China'],China,China,2012,First Time,False,True,False,False,False,,,,,,,False,,,First Time,102,Goc,,Khong co,,Khong co
418426,In Between Seasons,6.8,21,Released,2018-02-22,,102.0,False,/30FfNwTd25J9eL3HYnHCu6uVNJd.jpg,,,tt6165466,ko,환절기,"When her son gets critically injured in a car accident, a mother discovers that there’s more to his relationship with his friend than she had thought.",3.037,/4Ou2HzIJS7xO1CwnoUZKmbanoML.jpg,,Drama,"Little Big Pictures, Myung Films Lab",South Korea,Korean,"lgbt, gay theme, boys' love (bl)",['South Korea'],South Korea,South Korea,2018,In Between Seasons,False,True,False,False,False,,,,,,,False,,,In Between Seasons,102,Goc,,Khong co,,Khong co
75812,Mural,5.095,21,Released,2011-09-29,,100.0,False,/hJkZjnh6da1wCy9oVTDiaj7jFG2.jpg,,,tt2062596,zh,画壁,"Mural tells the story of Zhu Xiaolian, a poor scholar who travels to the capital to take an examination. During this trip, Zhu becomes distracted by a mural and enters into the fantasy land depicted therein. There he meets the fairies who inhabit this fantasy land and encounters love and hate.",3.546,/74FSvMEyLAcFyDXdtjRtkySargl.jpg,,Fantasy,,China,Mandarin,,['China'],China,China,2011,Mural,False,True,False,False,False,,,,,,,False,,,Mural,100,Goc,,Khong co,,Khong co
19482,My Dear Enemy,6.7,21,Released,2008-09-25,,123.0,False,/ae2iIonimfwRLib0BVTvnPfha64.jpg,,,tt1330205,ko,멋진 하루,Hee-soo is desperate for money and finds her ex-boyfriend who owes her money. He goes around to various ex-girlfriends to get cash and she trails along to make sure he does not cheat her.,4.083,/lEegv0HXupcNADHpYAMeEQdttl8.jpg,A strange journey with my ex.,"Comedy, Romance, Drama","Bom Film Productions, Lotte Entertainment, Sponge, Finecut",South Korea,Korean,"seoul, south korea",['South Korea'],South Korea,South Korea,2008,My Dear Enemy,False,True,False,False,False,,,,,,,False,,,My Dear Enemy,123,Goc,,Khong co,,Khong co
146650,Trail of the Panda,8.1,21,Released,2009-04-27,,88.0,False,/57zKe09bkYG83SUcNw7zycQEEFc.jpg,,,tt1247700,zh,熊猫回家路,"From the Disney World Cinema Collection, Trail of the Panda is a heart-warming story about enduring friendship between a boy and a panda cub.",6.625,/jGX5e2TVFje9sW6QvC8pcfQG7Z1.jpg,,Family,,China,Mandarin,,['China'],China,China,2009,Trail of the Panda,False,True,False,False,False,,,,,,,False,,,Trail of the Panda,88,Goc,,Khong co,,Khong co
68442,This Charming Girl,7.143,21,Released,2005-03-10,,99.0,False,/97ceQuGuaRqGGdS4UAPyFW9SZ8I.jpg,,,tt0436979,ko,"여자, 정혜","Jeong-hye, a woman in her 30s, works at the post office and lives a quite monotonous life alone in an apartment with her cat. Apart from having lunch with the girls at work, she is all by herself, until an aspiring writer is attracted by her.",4.079,/sZUihpclpBrypCPcVpSLWVlAy6p.jpg,"The hope, one day, to be able to love.",Drama,"LJ Film, CJ Entertainment",South Korea,Korean,,['South Korea'],South Korea,South Korea,2005,This Charming Girl,False,True,False,False,False,,,,,,,False,,,This Charming Girl,99,Goc,,Khong co,,Khong co
492317,Hanson and the Beast,5.905,21,Released,2017-12-29,42690682.0,110.0,False,/f6MlqTGJzr9t4AbbobUc2d9ybWY.jpg,,,tt7787418,zh,二代妖精之今生有幸,"Yuan Shuai, a debt-ridden animal-breeder, tries to get out of his financial predicament by finding a wealthy girlfriend through matchmaking dates. He unexpectedly meets and fall in love with the fox demon, Bai Xianchu, who has arrived to the mortal realm to repay her gratitude. However, the head of the Demon tribe Yun Zhonghe forbids a love relationship between a demon and a human; and takes Bai Xianchu away. To seek his lover, Yuan Shuai bravely crashes the demonic world.",4.228,/78KiTRn1RTrJIfY6ty8of6xG1pn.jpg,,"Comedy, Fantasy",,China,Mandarin,"china, transformation, romance",['China'],China,China,2017,Hanson and the Beast,False,True,True,False,False,,,,,,,False,,,Hanson and the Beast,110,Goc,,Khong co,42690682,Goc
142284,Ghost Sweepers,6.238,21,Released,2012-10-03,,119.0,False,/jHQzvmGvW52TkCmy98ZeRTgytEK.jpg,,,tt2441806,ko,점쟁이들,"Chan-young, a young journalist, is sent to investigate a village which has supposedly been possessed by demons. The incidents taking place have been so strange and terrifying that local shamans and other religious leaders have simply given up, abandoning the town. But upon her arrival, Chan-young discovers that an all-star team of supernaturally-inclined heroes has assembled to rid the village of evil. This team includes Mr. PARK the exorcist, Shi-min the monk, Wol-gwang the clairvoyant, Seung-hee the tarot master, and Seok-hyeon, an engineer. Chan-young follows the heroes as they prepare for an epic battle against the village’s evil forces.",5.107,/oj29Hbb02TYXBzW3qj5BRaAZ0ZE.jpg,,"Adventure, Fantasy, Comedy, Mystery","Next Entertainment World, Dasepo Club, Saram Entertainment",South Korea,Korean,"ghost, shamanism",['South Korea'],South Korea,South Korea,2012,Ghost Sweepers,False,True,False,False,False,,,,,,,False,,,Ghost Sweepers,119,Goc,,Khong co,,Khong co
252509,The Satellite Girl and Milk Cow,7.048,21,Released,2014-02-20,,90.0,False,/kTUNeH0lWPpDOYEm8vwWATmDZxq.jpg,,https://gkids.com/films/satellite-girl-and-milk-cow/,tt3897760,ko,우리별 일호와 얼룩소,"Kyungcheon is a pianist-in-training who loses his heart and becomes a milk cow. He lives as a man during the day, but becomes a milk cow at night and eats grass. Meanwhile, with the help of wizard Merlin, a satellite named Ilho fell from the cosmos by a supernova, is transformed into a girl. One day, Kyungcheon is attacked by members of a secret agency that chases people who lost their heart. Kyungcheon defeats them with the help of Ilho. Following a narrow escape from secret agents, the two mismatched characters come to know about each other’s secrets and draw close.",2.685,/rXDJwfaECWJvt3FBcUpb9LfLn7U.jpg,An interesting and fantastic adventure by Il-ho the Satellite Girl and a shy cow to save the world from a black monster.,"Animation, Comedy, Family, Science Fiction, Fantasy","Indieplug, NOW OR NEVER",South Korea,Korean,"epic, saving the world, romance, robot",['South Korea'],South Korea,South Korea,2014,The Satellite Girl and Milk Cow,False,True,False,False,False,,,,,,,False,,,The Satellite Girl and Milk Cow,90,Goc,,Khong co,,Khong co
844386,The Ghost Station,6.69,21,Released,2023-04-19,2305305.0,80.0,False,/xmCNZVqQTR6M4zhwmZCoyJ2PAjL.jpg,,,tt22505124,ko,옥수역귀신,Reporter Na-yeong and her partner investigate a series of mysterious deaths and a perplexing case where her source was allegedly already dead at the time of their interview. Together they end up confronting a terrifying truth.,8.99,/orL3v5KKRqFhwJYGkrZ3jmKEAgy.jpg,,"Horror, Mystery, Fantasy","Smile Ent., Zoa Films, Mystery Pictures",South Korea,Korean,"subway train, based on webcomic or webtoon",['South Korea'],South Korea,South Korea,2023,The Ghost Station,False,True,True,False,False,,,,,,,False,,,The Ghost Station,80,Goc,,Khong co,2305305,Goc
286940,The Boxcar Children,7.9,21,Released,2014-08-05,,86.0,False,/mferwFDRlwqcZpPFdaL64p0Xxap.jpg,5.0,http://www.hammerhead.com/new_site/animation/boxcar.html,tt3246908,en,The Boxcar Children,"Four orphaned and homeless siblings happen upon an abandoned boxcar, which, they furnish with all the comforts of home. Fearful that they will be sent to live with their grandfather they have never met, the children keep their new home a secret.",5.411,/t184N3Tl7JtwBynjhva18o8EBHN.jpg,,"Family, Animation, Adventure","Hammerhead Productions, Village Roadshow Pictures, Warner Bros. Pictures","South Korea, United States of America, Guatemala",English,based on novel or book,['South Korea'],South Korea,South Korea,2014,The Boxcar Children,False,True,False,True,False,,,,,,,False,,,The Boxcar Children,86,Goc,5,Goc,,Khong co
618200,Pipeline,6.786,21,Released,2021-05-26,1042238.0,108.0,False,/jPF9dna2OBfMDi7lykm36eN1dnc.jpg,,,tt14716932,ko,파이프라인,"Korea has over 1,200km of pipeline that acts as the country’s artery. There are several individuals who make the headlines by tapping into this network in order to siphon oil. Drill-bit is a drilling prodigy who is offered by Gun-woo, the head of an oil refining company, a large sum of money for completing the impossible heist to drill into the pipeline between Honam and Seoul-Busan highway within a month. To get the job done in time, he puts together a team of misfits: civil engineer ‘Mr. Na’, excavation expert ‘Big Shovel’, and welding expert ‘Welder. And just as the cops get a wind of this oil heist, Drill-bit’s mine collapses, his team gets cornered from all sides. As the operation gets delayed from setbacks, Gun-woo threatens their lives. Drill-bit’s group promises to get the job done in 2 days but Gun-woo plans to blow up both the oil tank and Drill-bit’s group after the oil has been siphoned…",4.622,/oArxvGrUMFHso168DAthArDCbzX.jpg,Bet it all for one last mission,"Crime, Adventure","Gom Pictures, Little Big Pictures",South Korea,Korean,,['South Korea'],South Korea,South Korea,2021,Pipeline,False,True,True,False,False,,,,,,,False,,,Pipeline,108,Goc,,Khong co,1042238,Goc
230722,Steel Cold Winter,6.3,21,Released,2013-11-07,,110.0,False,/mejdrWmRxF612ugV13tdc4ViqbH.jpg,,,tt3180652,ko,소녀,A dark secret hidden surrounds a mysterious girl who is an outcast the entire village alienates and a boy who tries to get close to her who has a tragedy of his in his past. As romance blossoms so do rumours.,3.641,/bOtXXOoswsdEWZiMTRQfFPbpPS9.jpg,Frozen heart buried with secrets,"Thriller, Mystery, Horror","Vanguard Studio, CJ Entertainment",South Korea,Korean,,['South Korea'],South Korea,South Korea,2013,Steel Cold Winter,False,True,False,False,False,,,,,,,False,,,Steel Cold Winter,110,Goc,,Khong co,,Khong co
378084,Chasing,6.19,21,Released,2016-01-07,500.0,96.0,False,/v1UlUwpSqUIGJhksyBJNHZoiVWH.jpg,,,tt5374830,ko,잡아야 산다,"Seung-ju, robbed clean of his wallet and phone by four high schoolers! Jung-taek, swept into the chase only to have his gun snatched away by the same teens. An erratic pursuit by two men, stripped of their precious possessions and completely run down and four teenagers, running the grown-ups through a proper drill right in the middle of the night. The furious chase has begun.",2.416,/vN59bXO0vdA232WDps9n3h82Mpo.jpg,Get them back or game over.,"Action, Comedy",Opus Pictures,South Korea,Korean,,['South Korea'],South Korea,South Korea,2016,Chasing,False,True,True,False,False,,,,,,,False,,,Chasing,96,Goc,,Khong co,500,Goc
308924,Song of the Phoenix,6.5,21,Released,2013-11-16,,110.0,False,/8JSsrLS0qvEnhpNH8PwL629xQbo.jpg,,,tt3214392,zh,百鸟朝凤,"The life and trials of You Tianming, a young suona apprentice who forms his own suona troupe at a time when the traditions of suona music are declining in Chinese society.",1.547,/4cNTFs64bxedSLktAExgd2EtMWJ.jpg,,Drama,北京聚合影联文化传媒有限公司,China,Mandarin,china,['China'],China,China,2013,Song of the Phoenix,False,True,False,False,False,,,,,,,False,,,Song of the Phoenix,110,Goc,,Khong co,,Khong co
200995,Plum Blossom,6.0,21,Released,2000-10-14,,118.0,False,/iYfcg4vjqigxPaapnYgbM566v60.jpg,,,tt0266855,ko,청춘,"High school senior, Jayo is seduced into his first sexual experience by classmate Hara, who eventually kills herself when he ignores her. Since then, he immerses himself in loveless sex until he meets cheerful nurse, Namok. Meanwhile, his pal Seuin has developed a crush on his teacher, which is socially taboo.",11.384,/oG1jILiTUZbsTYPKd88KO5iL2eO.jpg,,"Romance, Drama","Barunson E&A, Cinema Service",South Korea,Korean,,['South Korea'],South Korea,South Korea,2000,Plum Blossom,False,True,False,False,False,,,,,,,False,,,Plum Blossom,118,Goc,,Khong co,,Khong co
572158,The Culprit,7.476,21,Released,2019-07-10,,100.0,False,/kkVrLgjGObRYDk5nG4N6kY4q8hS.jpg,,,tt10633722,ko,진범,"Someone brutally murders Young-hoon’s wife. A hair sample was found on his wife’s body and the detectives use it to trace it back to his friend Joon-sung and locks him up. Seemingly becoming a murder’s wife overnight, Da-yeon asks Young-hoon to testify on his behalf but when he doesn’t show up for the trial, she goes to visit him at his house.",2.964,/lNyosJcytSD18yAhdiFzm4azRLM.jpg,"After his wife was killed, he began doubting everything","Thriller, Mystery, Crime","Little Big Pictures, Gom Pictures",South Korea,Korean,,['South Korea'],South Korea,South Korea,2019,The Culprit,False,True,False,False,False,,,,,,,False,,,The Culprit,100,Goc,,Khong co,,Khong co
573808,Man of Men,6.857,21,Released,2019-10-02,,117.0,False,/9Wvbr0CXOcgNWWs6xntII9OZmbq.jpg,,,tt11022278,ko,퍼펙트맨,The friendship between a lawyer who will do anything to make money and a nursing home volunteer.,5.054,/qwUppg1yYiHvZ398fT70uQFWV6y.jpg,Perfect duo. Perfect life.,Drama,Showbox,South Korea,Korean,"busan, south korea",['South Korea'],South Korea,South Korea,2019,Man of Men,False,True,False,False,False,,,,,,,False,,,Man of Men,117,Goc,,Khong co,,Khong co
